total trips,total member,total casual
903,826,77
317,313,4
438,316,122
473,374,99
683,679,4
1840,1407,433
451,426,25
2009,1626,383
1116,1005,111
182,178,4
659,401,258
1469,1040,429
442,435,7
1854,1777,77
1879,1586,293
3294,2649,645
991,725,266
13,13,0
4636,2028,2608
1540,1447,93
328,314,14
1247,1083,164
1669,1427,242
1887,1455,432
179,144,35
2368,2294,74
57,46,11
107,72,35
259,243,16
4630,2485,2145
386,383,3
207,146,61
369,280,89
90,84,6
721,261,460
3258,2309,949
207,148,59
147,141,6
270,195,75
6553,2885,3668
782,673,109
865,745,120
531,355,176
704,641,63
1522,1197,325
706,666,40
4201,3025,1176
1437,1364,73
1725,1157,568
508,476,32
241,90,151
2631,2352,279
70,59,11
222,133,89
1018,799,219
2458,1981,477
692,672,20
1038,937,101
642,615,27
2391,1273,1118
3034,2770,264
68,43,25
1593,1264,329
271,265,6
156,101,55
431,350,81
250,204,46
65,65,0
3891,3040,851
435,395,40
1832,1529,303
373,240,133
1115,1013,102
173,124,49
278,223,55
2003,1439,564
496,404,92
677,610,67
1974,1641,333
3671,2574,1097
2376,1429,947
1054,664,390
567,444,123
55,41,14
945,933,12
4657,2086,2571
1697,1141,556
2114,1544,570
754,469,285
2274,1801,473
1336,1244,92
503,442,61
190,180,10
7461,3386,4075
2759,1937,822
773,726,47
1796,1218,578
87,85,2
383,249,134
811,632,179
1141,1113,28
4775,2834,1941
536,520,16
2548,2026,522
1607,1571,36
1864,1767,97
3784,2884,900
414,356,58
3017,2292,725
43,42,1
857,498,359
563,555,8
1349,1005,344
23,21,2
1451,864,587
1366,1295,71
3017,2501,516
3576,2664,912
117,108,9
3182,2475,707
579,513,66
2678,1952,726
2892,1475,1417
250,242,8
639,626,13
4329,3293,1036
885,801,84
518,304,214
5370,3672,1698
708,377,331
2644,2148,496
222,218,4
5433,2855,2578
70,69,1
2675,1968,707
879,650,229
1073,924,149
219,215,4
167,138,29
85,78,7
480,333,147
147,78,69
1085,526,559
2190,1629,561
2097,1707,390
859,793,66
1108,953,155
1092,1075,17
1099,904,195
1016,929,87
2186,1817,369
5116,2629,2487
781,602,179
27,25,2
2340,1733,607
2003,1879,124
3661,1866,1795
1826,1532,294
258,221,37
815,614,201
378,356,22
2131,1750,381
1470,1239,231
81,81,0
1335,1079,256
419,409,10
157,139,18
1566,1177,389
882,713,169
343,321,22
62,59,3
730,696,34
82,82,0
491,474,17
319,291,28
1369,479,890
2300,1233,1067
2917,2588,329
1150,1058,92
1606,1228,378
495,353,142
51,47,4
55,40,15
1701,1420,281
675,633,42
53,52,1
111,79,32
138,109,29
1807,1515,292
2431,1876,555
6755,3399,3356
545,441,104
626,610,16
251,247,4
1734,1424,310
578,539,39
304,270,34
444,353,91
489,425,64
232,216,16
502,254,248
3455,1301,2154
2127,2027,100
542,499,43
3456,1233,2223
1596,1546,50
236,226,10
623,616,7
2114,1993,121
777,637,140
1363,1309,54
290,290,0
31,31,0
705,695,10
3064,1678,1386
227,213,14
3796,1949,1847
105,95,10
501,496,5
70,54,16
613,416,197
574,442,132
2792,1977,815
283,280,3
3769,2633,1136
664,547,117
3556,2934,622
59,55,4
64,63,1
3727,2892,835
3008,1735,1273
52,51,1
70,62,8
282,272,10
1106,887,219
3515,2061,1454
132,95,37
939,689,250
830,803,27
1398,1348,50
4209,3223,986
409,249,160
509,473,36
1106,1095,11
3516,2219,1297
1759,699,1060
1562,1400,162
386,270,116
389,355,34
396,262,134
215,210,5
971,385,586
4084,1842,2242
1283,1057,226
1456,1405,51
1017,855,162
297,202,95
478,472,6
153,124,29
102,96,6
1756,1107,649
1588,1541,47
539,417,122
459,333,126
66,65,1
249,244,5
2708,2340,368
9764,4001,5763
4155,3255,900
719,672,47
4313,1471,2842
170,106,64
632,406,226
470,355,115
1208,884,324
455,263,192
2244,1816,428
757,658,99
619,611,8
98,96,2
5079,1970,3109
200,196,4
607,600,7
613,442,171
54,39,15
186,179,7
354,343,11
1247,1001,246
210,195,15
284,279,5
792,686,106
664,557,107
311,211,100
211,149,62
990,810,180
1852,1751,101
526,411,115
1296,753,543
146,125,21
41,39,2
2888,2069,819
218,190,28
234,227,7
57,55,2
295,290,5
96,85,11
533,364,169
549,544,5
593,573,20
94,94,0
470,454,16
3456,1793,1663
812,762,50
730,588,142
426,410,16
928,389,539
1829,1688,141
4070,2690,1380
556,431,125
2330,2166,164
43,40,3
342,318,24
2531,2388,143
834,775,59
2296,1291,1005
1458,906,552
534,481,53
1094,907,187
354,330,24
431,171,260
406,150,256
267,255,12
1081,891,190
216,202,14
1214,952,262
694,492,202
399,387,12
130,92,38
71,59,12
1306,1116,190
951,872,79
1590,984,606
1131,913,218
278,235,43
621,571,50
743,732,11
2009,1221,788
82,61,21
601,533,68
561,482,79
90,80,10
1404,1207,197
811,686,125
616,607,9
89,79,10
328,266,62
705,593,112
37,37,0
3114,2256,858
211,86,125
353,306,47
451,419,32
450,324,126
135,123,12
472,390,82
1742,1143,599
324,285,39
463,449,14
526,524,2
1004,793,211
133,130,3
1581,1405,176
309,235,74
2266,1259,1007
2642,2111,531
382,375,7
715,686,29
1808,700,1108
3289,2784,505
5440,2492,2948
18,18,0
579,455,124
2080,1260,820
582,494,88
163,123,40
1549,1393,156
231,185,46
1530,593,937
132,121,11
405,396,9
197,168,29
5042,1927,3115
783,609,174
534,442,92
3956,2620,1336
2114,1189,925
141,136,5
537,470,67
432,232,200
38,36,2
1554,1423,131
947,933,14
227,223,4
607,537,70
659,653,6
439,169,270
2028,1644,384
114,109,5
944,698,246
615,573,42
47,47,0
1995,1468,527
226,219,7
560,533,27
356,128,228
172,139,33
302,298,4
579,555,24
38,38,0
290,259,31
150,99,51
50,49,1
1130,944,186
379,360,19
1311,1150,161
675,230,445
184,84,100
405,401,4
4764,2730,2034
4746,3125,1621
1932,1574,358
736,259,477
2070,724,1346
708,645,63
99,81,18
1104,1070,34
41,41,0
118,115,3
24,24,0
891,877,14
4685,3214,1471
647,636,11
1993,1706,287
668,515,153
125,98,27
998,732,266
2194,2061,133
3469,2740,729
300,295,5
42,40,2
888,700,188
190,156,34
1380,1064,316
2366,1163,1203
2182,1772,410
1871,1217,654
128,122,6
907,858,49
168,114,54
355,236,119
167,107,60
443,281,162
96,91,5
142,138,4
149,136,13
576,236,340
5165,3271,1894
762,669,93
701,634,67
53,44,9
852,324,528
500,315,185
1085,411,674
99,98,1
1317,1230,87
1061,788,273
4578,3318,1260
17,16,1
36,34,2
3367,2995,372
1160,1125,35
2183,1722,461
621,610,11
574,474,100
1328,1310,18
1328,1310,18
475,420,55
954,818,136
764,719,45
118,116,2
3959,2574,1385
1291,1075,216
1392,1363,29
2177,1803,374
712,592,120
4122,2999,1123
1067,1053,14
1906,1786,120
331,316,15
886,831,55
248,199,49
3404,3126,278
128,115,13
1414,1195,219
316,289,27
2082,2034,48
985,866,119
3157,2330,827
2554,2006,548
6801,3829,2972
1728,1433,295
1102,1057,45
591,581,10
2334,753,1581
853,427,426
339,293,46
101,87,14
218,210,8
3870,1828,2042
2495,2261,234
1253,1245,8
210,188,22
1308,1077,231
201,178,23
1839,1756,83
1862,1526,336
393,379,14
958,758,200
677,282,395
314,120,194
203,152,51
399,377,22
1703,1517,186
1427,1119,308
2411,2058,353
2141,1584,557
292,289,3
1045,808,237
93,91,2
3264,2737,527
210,202,8
1159,1115,44
1591,914,677
218,215,3
3665,2332,1333
4672,3212,1460
2796,2004,792
224,223,1
1698,1359,339
69,62,7
619,400,219
1731,838,893
927,822,105
206,145,61
657,289,368
1767,1196,571
156,119,37
2576,1614,962
3136,2121,1015
1231,895,336
328,256,72
430,377,53
779,584,195
388,378,10
129,110,19
1592,1045,547
387,376,11
194,152,42
441,431,10
1536,1381,155
1193,941,252
422,289,133
2773,2526,247
851,841,10
2051,1583,468
1146,921,225
53,39,14
1303,965,338
280,181,99
6368,3082,3286
1280,885,395
2225,1758,467
1621,1084,537
1361,1212,149
493,344,149
182,171,11
744,723,21
3819,2522,1297
54,52,2
3146,2184,962
583,373,210
1395,1359,36
29,27,2
545,534,11
858,777,81
66,64,2
1185,1119,66
475,455,20
1997,1709,288
390,359,31
955,923,32
387,365,22
134,133,1
1007,990,17
1535,1381,154
1931,1575,356
2391,2198,193
5284,3567,1717
154,130,24
2763,2344,419
3274,2267,1007
177,160,17
875,709,166
1729,1249,480
614,374,240
1351,1110,241
1060,1035,25
1912,1844,68
5303,3021,2282
510,467,43
112,110,2
1300,1126,174
2499,1871,628
2008,1470,538
525,512,13
1679,1223,456
3778,2225,1553
1495,1226,269
273,243,30
1674,1516,158
1588,953,635
459,310,149
593,578,15
199,165,34
1601,1269,332
102,74,28
40,40,0
28,28,0
2850,1648,1202
36,29,7
1995,1272,723
1459,1436,23
148,59,89
2931,2070,861
705,676,29
364,354,10
202,197,5
4368,2548,1820
5125,2782,2343
692,590,102
810,786,24
1207,473,734
3648,3040,608
901,883,18
153,118,35
212,153,59
193,184,9
284,277,7
20,18,2
2313,1060,1253
1522,693,829
1331,1313,18
104,95,9
405,399,6
100,95,5
1354,910,444
1302,898,404
1259,919,340
309,260,49
1385,804,581
993,915,78
3771,1961,1810
1297,1198,99
92,85,7
49,45,4
612,579,33
134,101,33
190,173,17
176,132,44
3916,2253,1663
3080,2923,157
460,167,293
1118,773,345
1743,1351,392
1889,1489,400
181,163,18
368,276,92
980,968,12
119,99,20
602,599,3
281,213,68
219,169,50
47,38,9
23,21,2
1174,907,267
754,588,166
2795,2613,182
655,624,31
92,81,11
116,96,20
2637,2055,582
3156,2195,961
507,473,34
1040,792,248
1895,1142,753
1813,1733,80
304,300,4
1311,1295,16
672,559,113
602,592,10
1333,1126,207
392,176,216
79,73,6
411,299,112
950,929,21
485,350,135
576,565,11
25,25,0
51,50,1
412,380,32
4859,2610,2249
2463,1437,1026
435,308,127
1391,1316,75
330,163,167
1094,881,213
1830,1782,48
134,83,51
1221,1207,14
1404,1247,157
577,568,9
64,43,21
867,728,139
256,238,18
609,464,145
68,65,3
2268,1236,1032
3510,2496,1014
2804,1061,1743
4783,1824,2959
698,680,18
433,382,51
35,31,4
64,64,0
194,190,4
2680,2213,467
187,140,47
3155,2008,1147
1151,600,551
1515,1448,67
1234,1191,43
1762,1532,230
488,483,5
456,432,24
686,498,188
2551,1492,1059
1478,1148,330
2238,1684,554
1491,1159,332
1185,551,634
1820,1486,334
192,151,41
760,729,31
2083,1867,216
206,195,11
33,32,1
3183,2157,1026
112,109,3
1628,1487,141
132,99,33
79,76,3
33,33,0
28,28,0
1728,1022,706
1855,1037,818
253,211,42
98,93,5
155,129,26
961,684,277
2012,1905,107
1111,930,181
2074,1334,740
708,698,10
1142,1132,10
204,199,5
2438,1474,964
2919,2570,349
288,235,53
193,82,111
2247,1540,707
126,124,2
4079,3526,553
433,378,55
1870,1564,306
462,181,281
32,30,2
22,22,0
742,700,42
1947,640,1307
295,159,136
87,82,5
1849,1593,256
337,259,78
1829,1739,90
59,49,10
2212,2149,63
1478,784,694
50,50,0
1139,1129,10
5885,3046,2839
1675,1569,106
67,62,5
807,595,212
1454,1424,30
872,680,192
1869,1236,633
158,88,70
792,321,471
1786,720,1066
889,869,20
627,395,232
120,117,3
159,157,2
2079,1588,491
779,665,114
2693,2363,330
1040,745,295
3576,2945,631
110,97,13
3447,2728,719
56,55,1
1332,1157,175
2053,733,1320
1153,926,227
2128,1399,729
1084,762,322
1818,1210,608
800,745,55
659,577,82
589,174,415
407,347,60
2062,1570,492
2925,1770,1155
1382,1055,327
546,408,138
157,142,15
490,455,35
3194,2162,1032
857,713,144
2942,2024,918
1330,1267,63
1487,1447,40
1667,1468,199
218,173,45
1114,967,147
453,402,51
157,143,14
320,311,9
32,31,1
254,129,125
1948,751,1197
389,301,88
559,391,168
24,24,0
21,21,0
3080,2826,254
192,167,25
752,595,157
561,536,25
107,107,0
374,347,27
836,547,289
300,280,20
395,371,24
837,824,13
5179,3566,1613
1983,1870,113
5245,2856,2389
540,480,60
579,401,178
611,486,125
1343,1305,38
280,239,41
76,74,2
618,244,374
2798,1977,821
914,724,190
742,181,561
670,635,35
13,13,0
875,864,11
1997,1873,124
2362,1907,455
1250,1229,21
82,77,5
44,43,1
310,308,2
85,64,21
1886,1384,502
293,226,67
150,139,11
460,352,108
224,82,142
700,672,28
3628,2463,1165
758,633,125
403,381,22
516,509,7
2565,2295,270
39,39,0
1268,701,567
2102,1680,422
431,419,12
465,459,6
3488,3154,334
4640,2800,1840
125,79,46
3460,2502,958
1870,1496,374
47,47,0
120,98,22
12,12,0
2256,2151,105
1695,1555,140
975,807,168
56,53,3
764,736,28
763,693,70
503,499,4
2651,1484,1167
252,250,2
543,434,109
202,119,83
642,538,104
57,54,3
1570,1289,281
517,416,101
686,650,36
481,390,91
139,68,71
67,54,13
30,30,0
4214,3081,1133
501,446,55
1523,1004,519
829,780,49
4714,3497,1217
1678,1495,183
1685,1484,201
2624,1237,1387
543,472,71
1890,1141,749
188,155,33
2990,2384,606
2181,1762,419
362,362,0
1692,1587,105
4266,2818,1448
704,305,399
769,737,32
4203,2510,1693
1354,1028,326
510,498,12
605,564,41
2371,1833,538
125,89,36
880,804,76
4593,3317,1276
590,487,103
133,131,2
1930,1853,77
248,226,22
1874,1564,310
2366,1021,1345
48,43,5
248,240,8
3958,2443,1515
3603,1983,1620
299,177,122
3605,3058,547
775,651,124
2099,1385,714
1102,1078,24
3489,2851,638
346,273,73
1415,941,474
326,294,32
373,229,144
1260,995,265
496,456,40
1893,1721,172
778,579,199
43,39,4
334,222,112
86,76,10
799,765,34
775,574,201
892,836,56
4470,3285,1185
852,801,51
386,300,86
52,38,14
1605,1574,31
478,404,74
339,335,4
1250,1040,210
19,19,0
173,149,24
432,404,28
123,119,4
65,47,18
709,493,216
1072,572,500
189,183,6
1035,923,112
177,174,3
2668,1709,959
188,163,25
296,294,2
681,662,19
3519,2774,745
583,576,7
1949,1862,87
757,552,205
1853,1727,126
876,623,253
1192,906,286
125,125,0
1288,1104,184
280,277,3
3336,2583,753
1362,1183,179
791,579,212
2917,2573,344
143,135,8
368,317,51
157,145,12
2794,1753,1041
677,495,182
2420,2109,311
933,916,17
3520,1801,1719
78,41,37
606,485,121
3971,1737,2234
642,603,39
1473,1280,193
495,407,88
716,705,11
1742,1492,250
429,305,124
1720,1387,333
363,136,227
1084,796,288
488,355,133
1110,974,136
1478,1239,239
4066,2657,1409
907,554,353
5681,2216,3465
112,105,7
4939,2615,2324
47,41,6
2654,2414,240
2309,1501,808
1151,375,776
496,431,65
1823,1695,128
445,432,13
30,27,3
2698,2273,425
5380,3762,1618
77,76,1
1201,1062,139
1066,948,118
2257,1574,683
2698,2303,395
515,446,69
1138,542,596
685,672,13
42,41,1
916,793,123
2107,2018,89
960,924,36
576,397,179
158,123,35
83,63,20
698,471,227
1660,887,773
1169,925,244
3390,2810,580
528,377,151
6332,3505,2827
1296,1034,262
373,371,2
690,648,42
3161,1630,1531
848,824,24
2867,2555,312
3063,2280,783
1083,1030,53
1979,1847,132
6479,2964,3515
1238,1128,110
944,537,407
68,57,11
1688,1639,49
4663,2824,1839
108,100,8
756,684,72
1228,990,238
6814,3200,3614
87,85,2
125,121,4
1383,980,403
595,485,110
346,336,10
143,137,6
102,88,14
2963,1136,1827
1103,800,303
391,281,110
4013,2665,1348
2425,1379,1046
1195,887,308
1460,1102,358
226,225,1
477,460,17
1455,1345,110
110,105,5
2171,1769,402
452,443,9
288,127,161
382,327,55
936,925,11
170,86,84
325,320,5
1668,1618,50
3889,1698,2191
485,352,133
86,59,27
90,86,4
2681,1734,947
103,102,1
207,183,24
307,292,15
2849,2620,229
229,154,75
1029,900,129
945,819,126
931,914,17
3330,1163,2167
1880,1229,651
1051,544,507
5204,3234,1970
1958,1549,409
1000,742,258
116,98,18
3809,2965,844
1506,777,729
68,65,3
3426,2277,1149
146,131,15
93,74,19
41,39,2
319,243,76
1787,1324,463
6108,3083,3025
386,370,16
1725,1362,363
513,496,17
424,414,10
75,71,4
1419,1328,91
1491,1123,368
430,401,29
1266,968,298
1623,1457,166
358,356,2
1702,617,1085
1356,1150,206
4629,2627,2002
203,179,24
228,226,2
1547,1189,358
5284,3593,1691
378,365,13
715,707,8
1274,1178,96
1574,1361,213
820,762,58
1983,1884,99
1778,1500,278
1161,1070,91
153,139,14
1022,684,338
667,560,107
3018,2102,916
4368,2285,2083
2639,2449,190
1769,696,1073
3262,2315,947
245,120,125
176,144,32
28,23,5
827,774,53
256,182,74
1132,1041,91
49,45,4
104,97,7
3043,1402,1641
8354,4019,4335
2353,2232,121
1839,1545,294
523,402,121
1147,846,301
1451,1243,208
4244,3238,1006
93,92,1
497,245,252
1919,1561,358
405,378,27
1030,646,384
43,38,5
598,579,19
82,76,6
809,793,16
5533,2539,2994
5157,2647,2510
2082,1708,374
1897,1528,369
875,761,114
1523,1258,265
718,682,36
312,310,2
463,303,160
2090,1301,789
792,653,139
821,782,39
3222,2801,421
27,24,3
2453,2365,88
4605,2148,2457
2231,1490,741
179,172,7
58,56,2
3249,2172,1077
2861,1812,1049
192,160,32
172,136,36
4850,3296,1554
142,126,16
800,780,20
1220,1210,10
743,644,99
2189,2055,134
38,33,5
197,193,4
2558,2107,451
127,126,1
1767,1716,51
786,736,50
543,532,11
725,591,134
173,105,68
1049,784,265
343,296,47
471,457,14
1219,1080,139
497,481,16
2260,2164,96
1975,1625,350
200,193,7
403,306,97
398,394,4
509,369,140
79,51,28
253,173,80
333,272,61
797,757,40
254,224,30
184,182,2
394,246,148
984,775,209
715,663,52
150,107,43
472,389,83
837,541,296
1702,1663,39
1271,479,792
2420,1974,446
1060,1031,29
64,61,3
1646,1442,204
108,105,3
11,11,0
57,57,0
946,755,191
91,80,11
2271,1617,654
130,109,21
1239,912,327
1419,1085,334
296,276,20
112,106,6
1317,1283,34
470,364,106
1109,1080,29
46,36,10
119,118,1
1856,1587,269
219,158,61
111,102,9
3179,2002,1177
1841,1556,285
467,460,7
1438,1033,405
126,92,34
424,419,5
2273,2141,132
976,964,12
4665,3415,1250
4634,2965,1669
1178,851,327
4655,3248,1407
1144,846,298
5411,2099,3312
1541,1361,180
1137,958,179
3792,2179,1613
262,239,23
2813,2013,800
4660,3142,1518
454,358,96
914,723,191
3479,2885,594
4030,2064,1966
2341,1312,1029
19,19,0
1033,789,244
2690,1901,789
766,680,86
181,177,4
151,126,25
658,565,93
1216,1191,25
1013,993,20
141,91,50
1161,1069,92
3069,2072,997
3583,3166,417
329,240,89
949,897,52
1318,1028,290
338,321,17
245,227,18
1296,872,424
1271,1004,267
123,121,2
18,18,0
924,908,16
966,935,31
1523,1085,438
895,749,146
1135,882,253
256,248,8
3225,2360,865
1531,1028,503
4358,2745,1613
387,291,96
47,44,3
1568,612,956
19,18,1
447,339,108
1212,1129,83
995,982,13
747,725,22
3023,2755,268
166,163,3
1350,1268,82
4419,3498,921
1471,968,503
1826,1657,169
703,667,36
1832,1173,659
1307,915,392
54,51,3
290,225,65
2440,1723,717
375,276,99
422,268,154
3086,1400,1686
207,204,3
3071,2540,531
859,830,29
2846,2599,247
2834,2437,397
449,440,9
76,72,4
852,588,264
106,103,3
175,128,47
963,780,183
23,22,1
906,801,105
504,428,76
770,729,41
449,434,15
310,300,10
3030,2375,655
458,373,85
820,630,190
278,207,71
1570,1306,264
3185,2479,706
970,665,305
3747,2460,1287
811,705,106
1776,998,778
41,41,0
3529,2492,1037
1035,925,110
169,138,31
411,375,36
176,146,30
224,217,7
55,52,3
174,111,63
129,117,12
135,118,17
1509,1252,257
1204,1182,22
88,85,3
45,43,2
603,593,10
773,699,74
126,125,1
39,38,1
675,587,88
1368,1118,250
666,615,51
4483,1821,2662
1604,815,789
689,625,64
97,94,3
587,582,5
1514,1293,221
437,361,76
3359,2821,538
131,129,2
2199,1760,439
1384,1092,292
268,244,24
3841,2405,1436
1445,1149,296
37,36,1
683,674,9
453,435,18
1268,1075,193
59,59,0
1718,528,1190
555,542,13
878,707,171
54,48,6
1490,741,749
39,39,0
61,60,1
2283,1861,422
723,591,132
451,432,19
70,69,1
4587,1914,2673
899,414,485
2955,1788,1167
2498,1878,620
333,330,3
5762,2917,2845
3302,1259,2043
1327,1251,76
1158,1039,119
98,87,11
498,436,62
519,497,22
297,276,21
564,285,279
328,275,53
32,30,2
725,709,16
1117,946,171
1999,1590,409
395,290,105
43,43,0
769,765,4
1288,1102,186
2854,2318,536
865,843,22
167,158,9
650,640,10
4105,2634,1471
320,296,24
4512,3363,1149
803,794,9
1177,1155,22
1359,932,427
1308,1009,299
5506,3349,2157
970,792,178
5085,2658,2427
1116,1071,45
875,576,299
369,365,4
100,97,3
360,253,107
593,585,8
3187,1972,1215
2192,1554,638
31,29,2
711,671,40
2264,909,1355
419,332,87
422,418,4
6033,3420,2613
105,67,38
6249,4087,2162
248,240,8
3249,2263,986
2310,1909,401
2312,1753,559
1295,1153,142
170,161,9
2835,2334,501
4885,3478,1407
41,36,5
1264,873,391
2192,1494,698
1794,833,961
160,148,12
896,800,96
2457,2359,98
612,417,195
5171,2379,2792
79,75,4
25,25,0
761,466,295
28,27,1
1242,1091,151
445,434,11
201,168,33
1942,1820,122
1858,1451,407
194,184,10
1900,1793,107
3427,2848,579
1637,1233,404
96,95,1
499,265,234
1155,1010,145
108,84,24
1245,864,381
1530,1428,102
756,468,288
1074,831,243
1237,1074,163
4073,2796,1277
36,35,1
2496,1516,980
67,64,3
1205,903,302
968,905,63
43,43,0
2969,2215,754
1037,996,41
2206,1979,227
201,156,45
1697,1663,34
176,174,2
1002,887,115
203,192,11
95,62,33
2859,1643,1216
78,53,25
100,83,17
130,99,31
2588,1410,1178
479,477,2
355,340,15
3117,1133,1984
198,174,24
109,106,3
791,653,138
964,676,288
163,159,4
570,554,16
2804,1843,961
244,219,25
196,194,2
2681,1756,925
259,236,23
3411,2390,1021
2243,1675,568
48,48,0
212,151,61
1987,1676,311
2711,1889,822
1082,846,236
152,130,22
2216,1768,448
453,444,9
385,292,93
1313,1061,252
1160,1036,124
7691,3698,3993
482,415,67
426,149,277
1576,1415,161
188,127,61
4775,3692,1083
562,459,103
1530,1208,322
809,783,26
2112,1746,366
2569,1566,1003
4546,1946,2600
4219,2998,1221
800,741,59
1372,1059,313
3051,2622,429
228,159,69
263,177,86
671,490,181
194,190,4
2734,2593,141
1616,1119,497
45,40,5
1949,1416,533
1231,1180,51
3074,2168,906
837,826,11
560,464,96
572,313,259
86,63,23
1559,1508,51
2658,1986,672
1950,1183,767
175,126,49
74,53,21
166,142,24
366,272,94
23,23,0
348,254,94
282,272,10
121,116,5
2588,1532,1056
1362,1319,43
6089,3458,2631
2701,1978,723
558,269,289
135,103,32
25,25,0
1668,1530,138
446,297,149
953,907,46
275,196,79
1444,1307,137
868,536,332
564,400,164
512,365,147
209,198,11
450,444,6
2664,1834,830
40,40,0
1300,1078,222
707,578,129
190,188,2
1543,1132,411
955,934,21
1250,950,300
2087,1670,417
885,829,56
340,310,30
154,148,6
579,412,167
2642,1877,765
546,481,65
50,50,0
286,158,128
2348,1698,650
475,449,26
745,698,47
198,163,35
507,492,15
3645,2359,1286
1638,1462,176
785,561,224
33,32,1
3650,3235,415
2579,2294,285
594,462,132
4602,1762,2840
3102,2563,539
105,101,4
9030,3758,5272
627,608,19
4416,2194,2222
91,85,6
1404,1388,16
476,382,94
231,137,94
956,927,29
99,83,16
224,160,64
149,145,4
987,806,181
1770,716,1054
49,48,1
549,522,27
1055,974,81
2986,1816,1170
2020,1704,316
438,411,27
1327,1292,35
1275,998,277
546,475,71
656,230,426
2048,1700,348
3140,1651,1489
279,264,15
4296,1834,2462
4421,3455,966
1624,1064,560
1856,741,1115
1768,1705,63
1032,1010,22
2446,2136,310
3895,2713,1182
25,25,0
1214,1204,10
391,269,122
2264,2167,97
1542,1205,337
307,291,16
259,235,24
569,332,237
1459,1443,16
793,632,161
117,108,9
2173,2018,155
2045,803,1242
3714,2316,1398
326,225,101
2122,2012,110
472,428,44
1266,1064,202
1751,1455,296
2050,1692,358
312,260,52
1580,1398,182
3229,2699,530
1722,1524,198
931,378,553
168,125,43
390,380,10
62,44,18
2591,1183,1408
1339,994,345
132,129,3
2478,2399,79
90,76,14
890,878,12
1295,853,442
1185,829,356
114,109,5
821,751,70
1346,1307,39
581,488,93
2558,2388,170
269,226,43
208,178,30
513,280,233
186,62,124
3142,2980,162
1865,1443,422
917,750,167
1424,1169,255
156,122,34
933,918,15
7161,4155,3006
2489,948,1541
58,55,3
625,526,99
2596,919,1677
2042,1388,654
763,502,261
733,451,282
402,305,97
4047,1973,2074
1280,804,476
785,728,57
574,567,7
87,84,3
819,582,237
1923,1570,353
1066,1007,59
1346,1169,177
2229,1404,825
216,206,10
723,680,43
2205,1164,1041
2267,2142,125
1774,1330,444
1321,1138,183
957,611,346
831,600,231
1464,1297,167
973,858,115
611,555,56
431,390,41
94,68,26
1057,810,247
135,113,22
1116,1101,15
260,258,2
2109,1829,280
216,208,8
4888,3613,1275
310,292,18
1860,1814,46
1221,1203,18
945,824,121
168,107,61
3630,2636,994
1574,1455,119
947,911,36
1005,998,7
2559,1875,684
234,224,10
891,823,68
1685,1034,651
2061,1711,350
51,50,1
1347,989,358
4523,3500,1023
783,724,59
1323,1241,82
6133,2452,3681
1150,737,413
3523,2356,1167
1399,941,458
2728,2492,236
893,628,265
133,96,37
51,36,15
1034,885,149
546,276,270
101,93,8
845,687,158
177,143,34
4413,2565,1848
1012,845,167
4050,2358,1692
847,819,28
2563,2398,165
2085,1751,334
1400,1056,344
1187,1175,12
503,464,39
945,860,85
2348,1743,605
430,227,203
447,351,96
56,49,7
67,59,8
1889,1839,50
431,300,131
801,697,104
438,323,115
572,553,19
423,192,231
714,605,109
325,238,87
746,715,31
368,367,1
3904,1428,2476
316,232,84
1822,1318,504
339,259,80
3279,2516,763
1109,971,138
134,102,32
2289,1818,471
2844,1884,960
4869,1487,3382
48,44,4
178,116,62
2273,1713,560
2541,1745,796
814,662,152
449,389,60
972,848,124
2908,2082,826
251,169,82
1448,745,703
183,167,16
372,336,36
108,92,16
421,323,98
878,858,20
1701,1507,194
1660,1590,70
129,128,1
4067,1872,2195
369,338,31
2788,1988,800
3591,2055,1536
2366,1838,528
503,469,34
367,360,7
1502,1474,28
2005,1730,275
377,281,96
5609,2482,3127
431,393,38
217,132,85
4647,3665,982
540,275,265
1207,1176,31
303,214,89
2671,1884,787
196,147,49
88,84,4
873,760,113
351,347,4
98,81,17
611,543,68
2106,1967,139
1515,1476,39
137,136,1
311,254,57
1262,928,334
50,48,2
1027,947,80
622,560,62
742,534,208
315,313,2
201,145,56
1396,974,422
1224,1191,33
316,302,14
55,38,17
49,49,0
1764,925,839
30,29,1
278,214,64
544,477,67
3531,2327,1204
500,381,119
44,42,2
4450,2909,1541
399,389,10
775,739,36
2280,832,1448
701,530,171
444,297,147
409,252,157
34,33,1
3688,3241,447
522,373,149
1956,850,1106
839,828,11
313,310,3
49,48,1
768,310,458
138,92,46
637,630,7
1387,1043,344
98,88,10
602,444,158
4510,3625,885
626,567,59
2459,1762,697
2105,1790,315
1503,1302,201
137,110,27
2164,1661,503
2684,2249,435
44,42,2
702,672,30
31,26,5
1355,1346,9
1478,1432,46
4336,2559,1777
324,242,82
1143,1132,11
675,282,393
563,241,322
321,169,152
2650,2465,185
2194,1689,505
32,29,3
586,562,24
3201,2898,303
4121,3278,843
1548,1279,269
376,318,58
1703,1278,425
1559,1450,109
1766,1071,695
3537,2893,644
3499,2009,1490
2242,2112,130
96,94,2
565,557,8
2603,973,1630
2808,1604,1204
367,234,133
404,319,85
720,708,12
630,577,53
4739,2083,2656
388,180,208
2519,1827,692
1297,738,559
63,58,5
176,150,26
53,34,19
1474,1142,332
3297,2943,354
